도서관명,구분,시군구,개관년도,주소,상세주소,위도,경도,전화번호,홈페이지,개관시간,휴관일,국내서_총류,국내서_철학,국내서_종교,국내서_사회과학,국내서_순수과학,국내서_기술과학,국내서_예술,국내서_언어,국내서_문학,국내서_역사,국내서_합계,국외서_총류,국외서_철학,국외서_종교,국외서_사회과학,국외서_순수과학,국외서_기술과학,국외서_예술,국외서_언어,국외서_문학,국외서_역사,국외서_합계,연간증가자료수_도서자료_구입,연간증가자료수_도서자료_기증,연간증가자료수_전자자료_구입,연간증가자료수_전자자료_기증,면적_도서관 서비스 제공 면적,좌석수_총 좌석수,좌석수_어린이 열람석,좌석수_노인 및 장애인 열람석,설비_이용자용컴퓨터수,연령별 회원등록자 수_어린이,연령별 회원등록자 수_청소년,연령별 회원등록자 수_성인,가족단위회원등록자수,이용자수_도서관방문자수,인쇄자료_대출_어린이,인쇄자료_대출_청소년,인쇄자료_대출_성인,인쇄자료_대출_합계,전자자료_이용_어린이,전자자료_이용_청소년,전자자료_이용_성인,전자자료_이용_합계,인쇄자료_어린이_총류,인쇄자료_어린이_철학,인쇄자료_어린이_종교,인쇄자료_어린이_사회과학,인쇄자료_어린이_순수과학,인쇄자료_어린이_기술과학,인쇄자료_어린이_예술,인쇄자료_어린이_언어,인쇄자료_어린이_문학,인쇄자료_어린이_역사,인쇄자료_어린이_합계,인쇄자료_청소년_총류,인쇄자료_청소년_철학,인쇄자료_청소년_종교,인쇄자료_청소년_사회과학,인쇄자료_청소년_순수과학,인쇄자료_청소년_기술과학,인쇄자료_청소년_예술,인쇄자료_청소년_언어,인쇄자료_청소년_문학,인쇄자료_청소년_역사,인쇄자료_청소년_합계,인쇄자료_성인_총류,인쇄자료_성인_철학,인쇄자료_성인_종교,인쇄자료_성인_사회과학,인쇄자료_성인_순수과학,인쇄자료_성인_기술과학,인쇄자료_성인_예술,인쇄자료_성인_언어,인쇄자료_성인_문학,인쇄자료_성인_역사,인쇄자료_성인_합계,전자자료_어린이_총류,전자자료_어린이_철학,전자자료_어린이_종교,전자자료_어린이_사회과학,전자자료_어린이_순수과학,전자자료_어린이_기술과학,전자자료_어린이_예술,전자자료_어린이_언어,전자자료_어린이_문학,전자자료_어린이_역사,전자자료_어린이_합계,전자자료_청소년_총류,전자자료_청소년_철학,전자자료_청소년_종교,전자자료_청소년_사회과학,전자자료_청소년_순수과학,전자자료_청소년_기술과학,전자자료_청소년_예술,전자자료_청소년_언어,전자자료_청소년_문학,전자자료_청소년_역사,전자자료_청소년_합계,전자자료_성인_총류,전자자료_성인_철학,전자자료_성인_종교,전자자료_성인_사회과학,전자자료_성인_순수과학,전자자료_성인_기술과학,전자자료_성인_예술,전자자료_성인_언어,전자자료_성인_문학,전자자료_성인_역사,전자자료_성인_합계,어린이실,어린이 서비스 이용수,어린이 자료(인쇄)수,어린이 연간 증가 자료(인쇄)수,전자저널,전자도서,오디오북,웹데이터베이스,전자_기타,전자자료_합계,인쇄자료_합계,총류,철학,종교,사회과학,순수과학,기술과학,예술,언어,문학,역사
양천중앙도서관,공공(일반),양천구,2021-01-01,서울특별시 양천구 신정로7길 81 (신정동),양천중앙도서관,37.51372539,126.8338175,02-2699-5919,http://lib.yangcheon.or.kr,"평일(월~금) 09:00~22:00, 주말(토, 일) 09:00~18:00","매주 금요일, 법정공휴일",3163,4337,1634,12581,7038,5970,3197,1638,36693,6142,82393,358,278,71,711,567,600,370,2401,5792,537,11685,7259,52,2362,0,2311.9,388,171.0,107,63,1421,1054,15354,-1.0,469551,2887,1429,14386,18702,42,56,1982,2080,725,678,610,2425,3082,1379,731,1692,11468,1797,24587,208,330,84,817,816,434,266,210,2774,568,6507,3101,5385,1944,13634,7656,6359,3003,4090,39365,6784,91321,71,111,68,303,15,72,8,89,606,221,1564,94,149,90,403,20,96,11,118,808,295,2084,3332,5259,3194,14279,697,3387,385,4183,28605,10429,73750,유,48983.0,45102.0,2683.0,0,145631,4910,0,60000,210541,94078,3521,4615,1705,13292,7605,6570,3567,4039,42485,6679
어린이청소년국학도서관,공공(일반),종로구,2018-01-01,서울특별시 종로구 명륜길 26 (명륜3가),명륜동 와룡문화센터 5층 어린이청소년국학도서관,37.5885021,126.9932172,02-747-8335,http://lib.jongno.go.kr/,"월~금 : 10:00~21:00 , 토 : 10:00~19:00",매주 일요일 및 법정공휴일,817,1048,241,3143,1947,1257,738,368,11129,3998,24686,0,0,0,0,0,0,0,0,0,0,0,1546,0,2800,0,346.34,80,20.0,1,2,194,23,1573,-1.0,50326,1145,44,7328,8517,0,0,3248,3248,66,58,35,191,327,154,77,95,817,313,2133,2,1,1,14,7,4,1,0,26,5,61,355,643,194,1377,1384,814,368,481,5160,1614,12390,2,6,1,8,11,4,3,6,115,46,202,2,5,1,31,4,4,2,3,111,10,173,292,2032,91,2264,458,970,299,278,8331,535,15550,유,5857.0,14453.0,1026.0,0,18026,0,0,7,18033,24686,817,1048,241,3143,1947,1257,738,368,11129,3998
어울림도서관,공공(일반),중구,2011-01-01,서울특별시 중구 다산로38길 66-35 (신당동),어울림도서관,37.56171915,127.0189284,02-2230-2901,http://www.junggulib.or.kr,09:00-22:00(화~일),"월요일, 법정공휴일",2380,3916,1246,11714,5344,5979,3529,1642,37025,5715,78490,123,71,38,412,291,232,68,1406,5590,267,8498,4355,43,1687,0,922.3,190,43.0,12,3,2931,782,15829,-1.0,293428,3552,769,29577,33898,0,0,297,297,198,238,149,905,1508,598,242,835,8386,1087,14146,58,97,19,207,209,143,39,56,1060,218,2106,1761,3559,924,10157,5523,4595,2140,3102,37522,5269,74552,0,0,0,22,0,0,0,0,73,2,97,0,4,0,8,4,0,0,0,13,3,32,27,225,20,564,69,84,33,42,945,88,2097,유,9096.0,33570.0,1556.0,0,172763,0,0,0,172763,86988,2503,3987,1284,12126,5635,6211,3597,3048,42615,5982
여의샛강도서관,공공(일반),영등포구,2015-01-01,서울특별시 영등포구 여의대로 24 (여의도동),FKI타워 별관 여의샛강도서관,37.52217929,126.9199164,02-2629-2222,https://www.ydplib.or.kr/yulib,평일 09:00~20:00  주말 09:00~17:00,"매주 월요일, 법정공휴일",507,673,180,2065,830,1003,658,305,5895,945,13061,10,3,2,109,11,3,8,462,1099,48,1755,1216,34,101,0,356.0,86,10.0,1,3,327,262,13542,-1.0,39019,610,140,5692,6442,0,0,15095,15095,150,113,131,450,895,317,170,884,3838,575,7523,21,29,28,98,79,92,31,26,602,92,1098,1354,2115,685,5869,3671,2607,1393,2824,23614,3303,47435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,2339,358,13373,1128,5041,2069,774,16810,2355,44796,유,784.0,6543.0,390.0,220,140574,2722,0,0,143516,14816,517,676,182,2174,841,1006,666,767,6994,993
역삼도서관,공공(일반),강남구,2007-01-01,서울특별시 강남구 역삼로7길 16 (역삼동),"(역삼1문화센터), 5층",37.49537321,127.0332838,02-508-1139,https://library.gangnam.go.kr/yslib,"화~금 : 09시-22시 / 토, 일 : 09시-17시",매주 월요일 및 일요일을 제외한 법정공휴일,1154,2126,683,4871,2993,2086,1304,761,17503,2737,36218,1,20,5,36,36,6,4,319,1555,14,1996,2243,26,2845,0,363.0,98,16.0,10,14,196,383,31343,-1.0,281774,1984,1045,12675,15704,1,26,1168,1195,190,238,172,827,1512,562,205,419,7710,1260,13095,68,110,39,322,488,214,85,119,2026,322,3793,1312,3415,809,9392,4626,3090,1703,1358,29773,3960,59438,7,7,1,18,3,10,3,2,21,4,76,5,13,0,29,17,8,2,2,69,5,150,810,1759,202,3720,366,941,334,376,11810,545,20863,유,19438.0,19211.0,984.0,0,360106,5595,0,0,365701,38214,1155,2146,688,4907,3029,2092,1308,1080,19058,2751
역삼푸른솔도서관,공공(일반),강남구,2009-01-01,서울특별시 강남구 테헤란로8길 36 (역삼동), 4층 강남구립 역삼푸른솔도서관,37.4964968,127.0320274,02-2051-1178,https://library.gangnam.go.kr/ysplib/index.do,"자료실: 09시~18시(월, 수~금) 09시~17시(토, 일) / 열람실: 07시~22시","매주 화요일, 일요일을 제외한 법정공휴일",973,1873,793,4448,3309,2343,1291,787,16916,2711,35444,173,56,24,94,269,36,23,221,4651,161,5708,2150,2,2845,0,348.0,110,12.0,2,3,167,379,13490,-1.0,187837,2443,795,10617,13855,1,26,1168,1195,184,203,171,705,1568,298,168,326,8187,1070,12880,85,135,62,346,346,155,83,83,2289,320,3904,956,2301,680,5180,3605,1959,1103,1030,24313,3311,44438,7,7,1,18,3,10,3,2,21,4,76,5,13,0,29,17,8,2,2,69,5,150,810,1759,202,3720,366,941,334,376,11810,545,20863,유,5796.0,25156.0,942.0,0,360106,5595,0,0,365701,41152,1146,1929,817,4542,3578,2379,1314,1008,21567,2872
열린도서관,공공(일반),강남구,2020-01-01,서울특별시 강남구 일원로 115 (일원동),삼성생명빌딩 B동 203호,37.4840224,127.0844597,02-3412-3970,https://library.gangnam.go.kr/yllib,"(화~금) 09:00~22:00, (토, 일) 09:00~17:00",매주  월요일 및 법정공휴일,1027,2009,600,5143,2519,2951,1290,719,18388,2946,37592,0,6,2,16,70,2,1,1229,898,41,2265,2510,84,2845,0,370.28,78,25.0,8,2,1052,1252,26597,-1.0,271150,2701,1122,12996,16819,1,26,1168,1195,649,766,850,3733,4773,1755,824,2432,26109,3647,45538,148,222,89,890,657,457,154,274,3755,537,7183,3244,5723,2657,19796,13838,9020,3976,7275,89601,13459,168589,7,7,1,18,3,10,3,2,21,4,76,5,13,0,29,17,8,2,2,69,5,150,810,1759,202,3720,366,941,334,376,11810,545,20863,무,28384.0,18459.0,1075.0,0,360106,5595,0,0,365701,39857,1027,2015,602,5159,2589,2953,1291,1948,19286,2987
영등포생각공장도서관,공공(일반),영등포구,2023-01-01,서울특별시 영등포구 문래북로 105 (당산동1가),영등포구어울림센터 1~3층 영등포생각공장도서관,37.52012124,126.8971957,02-2069-1893,https://www.ydplib.or.kr/sglib/index.do,평일 9:00 ~ 20:00 주말 09:00 ~ 17:00,매주 월요일,341,368,127,923,1452,803,240,107,3477,677,8515,68,12,26,143,124,34,36,197,2407,45,3092,543,11,101,0,471.76,78,27.0,0,3,177,47,2568,-1.0,54379,393,83,2546,3022,0,0,15095,15095,180,112,68,481,1518,385,135,370,4800,528,8577,33,34,10,56,220,53,7,14,587,74,1088,850,1240,251,3039,3933,1403,477,1044,14187,1709,28133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,2339,358,13373,1128,5041,2069,774,16810,2355,44796,유,3823.0,4936.0,189.0,220,140574,2722,0,0,143516,11607,409,380,153,1066,1576,837,276,304,5884,722
영어특성화도서관,공공(일반),양천구,2016-01-01,서울특별시 양천구 목동동로 81 (신정동),해누리타운 7층,37.5159767,126.8638554,02-2642-5919,https://lib.yangcheon.or.kr/libeng/,09:00~22:00,"매주 일요일, 법정공휴일",1260,1554,387,4295,2653,2608,1019,751,17591,2611,34729,2084,125,125,1090,1971,437,399,7052,18328,1206,32817,6663,25,2362,0,657.0,140,60.0,0,3,2089,611,6702,-1.0,290170,3463,931,11111,15505,39,28,656,723,2103,1075,519,4541,7168,2550,1850,13799,52748,4417,90770,235,279,65,915,941,474,289,696,5183,536,9613,4653,5141,1295,16405,13678,8242,4173,22141,108732,10709,195169,66,103,63,281,13,67,8,82,563,205,1451,47,74,45,202,10,48,5,59,404,147,1041,1103,1741,1057,4726,231,1121,127,1384,9468,3452,24410,유,89059.0,48341.0,1955.0,0,145631,4910,0,0,150541,67546,3344,1679,512,5385,4624,3045,1418,7803,35919,3817
용두어린이영어도서관,공공(어린이),동대문구,2023-01-01,서울특별시 동대문구 무학로 133 (용두동),용두어린이영어도서관,37.57610826,127.030319,02-921-1959,https://www.l4d.or.kr/yelc,10:00 ~ 18:00,"매주 금요일, 법정공휴일, 임시공휴일 등",142,175,30,579,36,448,39,108,419,53,2029,723,62,153,626,950,138,227,6592,16283,638,26392,995,0,1780,793,336.0,0,0.0,0,2,729,1039,3349,0.0,42224,539,79,1331,1949,3,4,180,187,225,13,32,134,332,41,59,4070,7162,124,12192,12,5,5,19,21,1,32,277,697,56,1125,404,38,36,321,645,71,152,6810,13685,332,22494,1,2,0,5,0,0,0,0,30,0,38,3,7,0,8,3,1,1,1,28,2,54,279,465,25,774,41,67,22,57,2051,127,3908,유,-1.0,-1.0,-1.0,0,18207,6730,1389,450,26776,28421,865,237,183,1205,986,586,266,6700,16702,691
용산꿈나무도서관,공공(일반),용산구,2017-01-01,서울특별시 용산구 백범로 329 (원효로1가),용산 꿈나무종합타운 3층,37.54189105,126.9684171,02-707-0138,https://www.yslibrary.or.kr,"평일 09:00~21:00, 주말 09:00~17:00","매주 월요일, 법정공휴일, 기타(장서점검 등)",2172,2859,802,7401,4363,3805,1802,1098,25083,4066,53451,29,12,9,257,72,32,24,68,2231,44,2778,4959,78,1278,0,999.28,150,36.0,2,7,1060,751,13160,-1.0,180615,932,474,7106,8512,24,37,2004,2065,611,780,444,2188,3429,1212,554,770,14460,2324,26772,254,203,71,578,767,380,164,139,3505,573,6634,3626,6017,1675,16710,11602,7215,3167,3428,61731,9092,124263,3,6,0,15,2,15,3,12,340,4,400,5,19,5,30,8,8,9,3,180,8,275,442,2253,171,5319,473,1340,267,706,10673,889,22533,유,10792.0,28381.0,2308.0,0,7727,4890,0,0,12617,56229,2201,2871,811,7658,4435,3837,1826,1166,27314,4110
우장산숲속도서관,공공(일반),강서구,2009-01-01,서울특별시 강서구 우현로 34 (화곡동),우장산동주민센터4층,37.54828757,126.8418355,02-2696-6690,http://lib.gangseo.seoul.kr,09:00 ~ 22:00,매주 월요일 및 법정공휴일,2127,2168,686,7930,3915,3236,1492,887,28054,3444,53939,54,2,3,54,56,4,16,1710,1558,51,3508,3996,26,871,0,579.3,105,48.0,2,2,809,1611,19679,-1.0,138583,1628,1150,10023,12801,886,947,15694,17527,1177,518,213,1943,3315,987,470,1993,21145,1847,33608,484,330,62,1276,1145,512,171,592,8201,725,13498,3553,4018,1214,12792,7557,4501,1948,4276,57180,6187,103226,138,34,162,843,970,684,236,1367,1982,532,6948,571,266,11,589,148,506,341,437,1204,134,4207,5623,11927,1007,27516,2852,10378,3278,7946,33083,4690,108300,유,96466.0,33027.0,1734.0,2012,157038,3150,0,0,162200,57447,2181,2170,689,7984,3971,3240,1508,2597,29612,3495
원당마을한옥도서관,공공(일반),도봉구,2022-01-01,서울특별시 도봉구 해등로32가길 17 (방학동),원당마을한옥도서관,37.66029179,127.0217983,02-906-2022,https://www.unilib.dobong.kr/contents.do?idx=325,"평일09:00~20:00(동절기 11월~2월 09:00~18:00), 주말09:00~17:00",매주 화요일,596,727,289,1736,971,1292,537,341,6120,1265,13874,0,0,0,0,0,0,0,0,0,0,0,3102,25,3519,0,290.64,100,35.0,0,1,74,26,1518,-1.0,96526,1040,359,12830,14229,147,221,5519,5887,100,129,43,256,260,193,45,109,1989,261,3385,29,45,15,75,58,65,10,27,459,61,844,1179,1827,621,3631,1787,2445,704,953,16865,2118,32130,35,139,39,294,45,63,16,53,585,67,1336,52,208,59,441,68,94,24,80,878,100,2004,1302,5196,1478,11020,1690,2348,609,1991,21941,2498,50073,유,1817.0,3797.0,576.0,0,21937,1420,3224500,0,3247857,13874,596,727,289,1736,971,1292,537,341,6120,1265
원지공원도서관,공공(일반),영등포구,2024-01-01,서울특별시 영등포구 도림로47길 23 (대림동),원지공원도서관,37.497636,126.899444,02-849-7990,https://www.ydplib.or.kr/wjlib/index.do,"평일 09:00~21:00, 주말 09:00~17:00",매주 월요일,232,185,123,742,428,395,183,193,3086,397,5964,0,0,0,0,0,0,0,0,0,0,0,362,0,25611,0,461.61,80,14.0,0,4,15,6,119,-1.0,3520,11,5,80,96,0,0,15095,15095,12,9,12,48,32,20,8,8,240,11,400,3,0,1,0,3,1,0,2,36,3,49,53,60,54,213,102,94,36,44,954,114,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,2339,358,13373,1128,5041,2069,774,16810,2355,44796,유,475.0,2548.0,160.0,220,140574,2722,0,0,143516,5964,232,185,123,742,428,395,183,193,3086,397
월계도서관,공공(일반),노원구,2007-01-01,서울특별시 노원구 월계로 319 (월계동),월계도서관,37.62863532,127.0561218,02-991-0871,http://www.nowonlib.kr,평일 09:00~20:00 주말 09:00~18:00,매주월요일 및 일요일을 제외한 법정공휴일,942,1568,488,5891,2897,2105,1138,1323,21032,3691,41075,113,36,37,458,396,99,38,4840,5326,170,11513,5117,0,562,0,1124.22,181,77.0,4,19,459,1273,19249,-1.0,0,0,0,0,0,2,2,779,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,14,3,0,1,5,761,50,886,0,2,0,3,0,1,0,0,89,7,102,70,1013,147,2308,129,402,66,73,3133,226,7567,유,2017.0,34157.0,714.0,0,9449,870,0,100,10419,52588,1055,1604,525,6349,3293,2204,1176,6163,26358,3861
월계어린이도서관,공공(어린이),노원구,2018-01-01,서울특별시 노원구 월계로42길 9 (월계동),월계문화복지센터 내 3층,37.62426736,127.0507933,070-4238-5148,http://www.wgcwc.or.kr,평일 09:00~18:00 토요일 09:00~17:00,매주 일요일 및 법정 공휴일,678,557,290,2263,1503,1084,322,440,8970,1344,17451,0,1,1,1,94,0,0,339,496,31,963,787,0,562,0,367.7,100,100.0,0,2,130,86,1093,280.0,74848,746,317,3940,5003,2,2,779,783,224,179,302,603,970,356,56,831,5116,778,9415,46,35,15,105,142,103,9,55,734,168,1412,969,942,1003,3371,3367,1767,380,2453,19367,3262,36881,0,4,48,14,3,0,1,5,761,50,886,0,2,0,3,0,1,0,0,89,7,102,70,1013,147,2308,129,402,66,73,3133,226,7567,유,-1.0,-1.0,-1.0,0,9449,870,0,100,10419,18414,678,558,291,2264,1597,1084,322,779,9466,1375
월곡꿈그림도서관,공공(일반),성북구,2017-01-01,서울특별시 성북구 화랑로13길 17 (하월곡동),월곡꿈그림도서관,37.60477383,127.0406257,02-6949-1553,https://www.sblib.seoul.kr/wglib,"평일, 주말 09:00~18:00 (수요일의 경우 20:00까지 연장개관)",매주 월요일 및 법정 공휴일 등,643,1527,0,3289,1276,2399,2523,0,7202,1598,20457,0,0,0,0,0,0,0,0,0,0,0,1315,8,458,0,292.09,66,18.0,8,6,100,189,3477,-1.0,166816,713,1290,18471,20474,0,0,54984,54984,74,51,0,160,78,127,57,0,563,94,1204,49,120,0,278,283,153,89,0,1025,96,2093,586,2232,0,4042,1459,2436,818,0,14265,1763,27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842,0,132,10938,1270,2389,779,1289,29058,1787,55484,무,387.0,0.0,0.0,0,9991,1644,0,0,11635,20457,643,1527,0,3289,1276,2399,2523,0,7202,1598
은천동작은도서관,공공(일반),관악구,2009-01-01,서울특별시 관악구 봉천로33나길 30 (봉천동),"은천동복합청사 4,5층",37.48530503,126.9424097,02-877-1164,http://lib.gwanak.go.kr,주중 09:00~20:00 주말 09:00~17:00,매주 월요일 및 법정공휴일,2038,2690,699,7938,2843,3275,1816,2397,21192,3744,48632,0,5,1,13,3,0,1,0,86,3,112,3277,48,1020,0,405.11,89,52.0,10,7,288,175,3716,-1.0,79281,743,359,10043,11145,0,0,2813,2813,346,205,212,1195,1969,538,261,983,7734,1262,14705,63,66,15,255,317,132,45,103,1248,268,2512,1842,3582,861,10577,4024,3539,1638,2241,28541,4240,61085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,2834,152,3907,433,863,245,776,11339,1975,23042,유,15189.0,22471.0,967.0,1711,13649,1271,0,8,16639,48744,2038,2695,700,7951,2846,3275,1817,2397,21278,3747
은평구립도서관,공공(일반),은평구,2001-01-01,서울특별시 은평구 통일로78가길 13-84(불광동),은평구립도서관,37.61897708,126.9282714,02-385-1671,http://www.eplib.or.kr,평일 : 09시~22시 주말 : 09시~18시,"매주 월요일 및 일요일을 제외한 법정공휴일, 기타 도서관 사정에 의한 임시휴관일",8761,10883,7230,42776,16971,19264,12078,8622,77152,16430,220167,43,154,22,546,126,563,59,5722,3480,104,10819,7777,619,173,0,2611.8,688,57.0,42,47,735,892,22172,-1.0,619576,1319,779,17116,19214,0,9,437,446,740,323,788,2122,4239,905,532,2695,12602,2606,27552,203,238,136,714,907,478,227,816,3795,703,8217,5728,9963,3890,25009,11683,10432,5194,7747,71870,10516,162032,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,1,1,0,15,1,29,214,0,5,406,44,63,29,28,711,75,1575,유,170735.0,81009.0,2554.0,0,11857,1220,0,151,13228,230986,8804,11037,7252,43322,17097,19827,12137,14344,80632,16534
일원라온영어도서관,공공(일반),강남구,2022-01-01,"서울특별시 강남구 영동대로 22 (일원동, 디에이치 자이 개포)",B1 일원라온영어도서관,37.49109411,127.074164,02-6712-0591,https://library.gangnam.go.kr/englib/index.do,09:00 ~ 18:00,매주 월요일,21,3,0,44,1,76,1,114,279,2,541,578,108,142,1152,926,210,265,4873,17733,670,26657,1637,97,2845,0,620.0,98,86.0,0,4,1472,314,2927,-1.0,327370,2664,628,5800,9092,2927,388,20803,24118,1919,102,215,2384,2195,472,1007,19657,55908,1028,84887,140,15,19,159,191,45,120,968,6184,100,7941,2082,235,278,3790,2764,895,1319,19410,64662,1472,96907,7,7,1,18,3,10,3,2,6460,4,6515,5,13,0,29,17,8,2,2,2,69,147,810,1759,202,13296,366,941,334,376,11810,545,30439,유,38634.0,25807.0,1561.0,0,361006,5595,5206,340000,711807,27198,599,111,142,1196,927,286,266,4987,18012,672
자양제4동도서관,공공(일반),광진구,2008-01-01,서울특별시 광진구 뚝섬로26길 58 (자양동),뚝섬로26길 58(자양동),37.5341003,127.0662596,02-465-0737,https://www.gwangjinlib.seoul.kr/jy4dong/index.do,동절기(11월~2월): 09:00~19:00 /  하절기(3월~10월): 09:00~20:00 / 주말공통 09:00~18:00,"1,3주 화요일 및 법정공휴일",813,1180,272,3826,1779,1704,798,481,11432,1856,24141,28,4,2,97,30,19,7,72,1168,41,1468,1485,153,2095,0,309.64,74,33.0,13,4,342,120,2962,-1.0,195689,1062,250,5784,7096,7,9,207,223,180,239,291,581,1446,572,945,510,6405,854,12023,26,46,32,212,97,84,49,39,696,182,1463,891,2089,687,5398,3230,2419,2253,1140,21555,2454,42116,2,1,1,6,8,2,2,1,40,7,70,3,6,1,18,2,8,3,1,27,4,73,161,387,63,1105,147,512,185,90,1703,278,4631,유,9720.0,13644.0,705.0,10324,16116,723,6946123,45459,7018745,25609,841,1184,274,3923,1809,1723,805,553,12600,1897
자양한강도서관,공공(일반),광진구,2020-01-01,서울특별시 광진구 뚝섬로52길 66 (자양동),자양한강도서관,37.52921552,127.077668,02-456-0048,https://www.gwangjinlib.seoul.kr/jyriver/index.do,"평일 09:00~22:00, 주말 09:00~18:00","공휴일, 매월 2,4째주 월요일",2411,3531,1051,11379,4848,5083,2618,1134,25918,4854,62827,16,24,8,87,118,21,14,728,1710,46,2772,6725,268,2095,0,1087.7,291,164.0,1,9,912,351,6810,-1.0,449111,2227,623,12982,15832,11,11,532,554,1298,1082,915,5934,7498,2393,3299,2882,29572,5287,60160,135,189,48,723,525,361,165,165,2522,396,5229,5984,9543,2735,31342,17027,12163,8478,7257,82978,15326,192833,1,1,1,3,4,2,2,2,19,3,38,1,1,0,5,4,2,1,1,17,3,35,180,287,82,941,511,365,255,218,2491,460,5790,유,173039.0,27706.0,2625.0,10324,16116,723,6946123,45459,7018745,65599,2427,3555,1059,11466,4966,5104,2632,1862,27628,4900
잠원도서관,공공(일반),서초구,2017-01-01,서울특별시 서초구 나루터로 38 (잠원동),3층 잠원도서관,37.51496828,127.0139817,02-3477-8655,https://jamwon.seocholib.or.kr,"화-금 9시-21시, 토-일 9시-18시",월요일 및 공휴일,830,1272,363,3822,1757,1731,860,285,12163,1740,24823,50,0,2,22,55,11,9,344,1479,101,2073,2228,29,2544,0,293.22,63,25.0,4,1,459,561,5529,-1.0,134913,1717,861,9803,12381,0,0,0,0,264,160,110,801,1660,659,182,384,9059,889,14168,194,193,63,592,946,478,146,251,4745,570,8178,1326,2716,682,7620,4688,3540,1543,1295,34482,3852,61744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,유,7549.0,11703.0,551.0,1711,233099,19354,0,215,254379,26896,880,1272,365,3844,1812,1742,869,629,13642,1841
장안어린이도서관,공공(어린이),동대문구,2022-01-01,서울특별시 동대문구 장한로26다길 10 (장안동),장안어린이도서관,37.57124499,127.073201,02-2249-1959,https://www.l4d.or.kr/jac/,10:00~18:00,금요일,1557,1191,255,4862,3835,2243,897,618,20723,2975,39156,0,0,0,0,0,0,0,0,0,0,0,2853,0,1780,793,428.52,16,16.0,0,2,789,1530,6258,0.0,74675,763,334,3548,4645,4,6,251,261,339,277,182,1264,1921,697,256,511,9475,1322,16244,152,86,32,288,389,189,37,93,1756,353,3375,1145,1138,465,4449,4843,2422,787,1524,26073,3638,46484,2,3,0,7,0,0,0,0,41,0,53,3,9,0,11,4,2,1,1,39,3,73,390,649,35,1080,58,94,31,79,2861,177,5454,유,-1.0,-1.0,-1.0,0,18207,6730,1389,450,26776,39156,1557,1191,255,4862,3835,2243,897,618,20723,2975
장위행복누림도서관,공공(일반),성북구,2019-01-01,서울특별시 성북구 장위로21다길 53 (장위동),장위행복누림복합센터 2층,37.6157898,127.0435886,02-6954-7955,https://www.sblib.seoul.kr/jwlib,09:00~18:00,"매주 월요일, 공휴일",622,917,193,2929,1373,1557,671,272,7205,1138,16877,26,7,0,31,10,2,1,5,751,16,849,1506,28,458,0,338.2,60,25.0,2,2,445,65,1227,-1.0,73914,389,175,3309,3873,0,0,54984,54984,214,204,198,549,705,403,167,155,6318,496,9409,29,30,24,107,85,79,32,40,753,141,1320,742,1659,533,4113,2464,1922,819,761,20920,1729,35662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842,0,132,10938,1270,2389,779,1289,29058,1287,54984,유,6371.0,8587.0,580.0,0,9991,1644,0,0,11635,17726,648,924,193,2960,1383,1559,672,277,7956,1154
정다운도서관,공공(일반),강남구,2004-01-01,서울특별시 강남구 학동로67길 11 (청담동),청담평생학습관 3층 정다운도서관,37.51909871,127.0464409,02-512-9326,https://mglib.gangnam.go.kr/jdwlib/index.do,평일: 09시-22시 주말: 09시-17시,매주 화요일 및 일요일을 제외한 법정공휴일,1500,2498,721,5980,3051,2977,2106,736,20730,3518,43817,100,70,2,33,154,0,1,1186,2898,47,4491,2383,150,2845,0,311.87,70,12.0,1,2,892,1331,13530,-1.0,232094,2426,886,10755,14067,1,26,1168,1195,561,610,147,1661,3212,822,674,1276,16960,1622,27545,70,181,17,411,360,236,118,123,2580,209,4305,1613,3531,594,7787,5726,3588,2478,2436,40077,4404,72234,7,7,1,18,3,10,3,2,21,4,76,5,13,0,29,17,8,2,2,69,5,150,810,1759,202,3720,366,941,334,376,11810,545,20863,유,6981.0,22047.0,1220.0,0,360106,5595,0,0,365701,48308,1600,2568,723,6013,3205,2977,2107,1922,23628,3565
